
CR_ID,EQ_ID,Data_Date,EQ_NO,Reading_Time,Reading_Value,Working_Flow,Standard_Flow,Working_Sum,Pressure,Temperature,Standard_Sum,TENANT_ID
19021507581347103665,201901141728344420103096709946,2019-02-15 04:00:00,818120198068,15/2/2019 07:58:14,0,0.0,0.0,4.2624,106.3203,-0.9375,4.4172,263
19021507582147103670,201901141728344420103096709946,2019-02-15 05:00:00,818120198068,15/2/2019 07:58:22,0,0.0,0.0,4.2624,106.2891,-1.0,4.4172,263
19021507582147103671,201901141728344420103096709946,2019-02-15 06:00:00,818120198068,15/2/2019 07:58:22,0,0.0,0.0,4.2624,106.3203,-0.0625,4.4172,263
19021507582147103672,201901141728344420103096709946,2019-02-15 07:00:00,818120198068,15/2/2019 07:58:22,0,0.0,0.0,4.2624,106.3281,-0.0625,4.4172,263
19021507582147103673,201901141728344420103096709946,2019-02-15 08:00:00,818120198068,15/2/2019 07:58:22,0,0.0,0.0,4.2624,106.3438,-0.0625,4.4172,263
19021523590547114309,201901141728344420103096709946,2019-02-15 09:00:00,818120198068,15/2/2019 23:59:05,0,0.0,0.0,4.2624,106.4219,0.0625,4.4172,263
19021523590547114310,201901141728344420103096709946,2019-02-15 10:00:00,818120198068,15/2/2019 23:59:05,0,0.0,0.0,4.2624,106.5469,0.25,4.4172,263
19021523590547114311,201901141728344420103096709946,2019-02-15 11:00:00,818120198068,15/2/2019 23:59:05,0,0.0,0.0,4.2624,106.6641,0.75,4.4172,263
19021523590547114312,201901141728344420103096709946,2019-02-15 12:00:00,818120198068,15/2/2019 23:59:05,0,0.0,0.0,4.2624,106.7422,1.0625,4.4172,263
19021523592947114318,201901141728344420103096709946,2019-02-15 13:00:00,818120198068,15/2/2019 23:59:30,0,0.0,0.0,4.2624,106.8359,1.375,4.4172,263
19021523592947114319,201901141728344420103096709946,2019-02-15 14:00:00,818120198068,15/2/2019 23:59:30,0,0.0,0.0,4.2624,106.8359,1.5625,4.4172,263
19021523592947114320,201901141728344420103096709946,2019-02-15 15:00:00,818120198068,15/2/2019 23:59:30,0,0.0,0.0,4.2624,106.9297,1.625,4.4172,263
19021523592947114321,201901141728344420103096709946,2019-02-15 16:00:00,818120198068,15/2/2019 23:59:30,0,0.0,0.0,4.2624,107.0,1.75,4.4172,263
19021523593547114324,201901141728344420103096709946,2019-02-15 17:00:00,818120198068,15/2/2019 23:59:35,0,0.0,0.0,4.3405,105.5703,1.75,4.5038,263
19021523593547114325,201901141728344420103096709946,2019-02-15 18:00:00,818120198068,15/2/2019 23:59:35,0,0.0,0.0,4.3405,105.5859,1.625,4.5038,263
19021523593547114326,201901141728344420103096709946,2019-02-15 19:00:00,818120198068,15/2/2019 23:59:35,0,0.0,0.0,4.3405,105.5859,1.5,4.5038,263
19021523593547114327,201901141728344420103096709946,2019-02-15 20:00:00,818120198068,15/2/2019 23:59:35,0,0.0,0.0,4.3405,105.6484,1.375,4.5038,263
19021523594347114328,201901141728344420103096709946,2019-02-15 21:00:00,818120198068,15/2/2019 23:59:43,0,0.0,0.0,4.3405,105.7188,1.375,4.5038,263
19021523594347114329,201901141728344420103096709946,2019-02-15 22:00:00,818120198068,15/2/2019 23:59:43,0,0.0,0.0,4.3405,105.7656,1.375,4.5038,263
19021523594347114330,201901141728344420103096709946,2019-02-15 23:00:00,818120198068,15/2/2019 23:59:43,0,0.0,0.0,4.3405,105.875,1.375,4.5038,263
19021523594347114331,201901141728344420103096709946,2019-02-16 00:00:00,818120198068,15/2/2019 23:59:43,0,0.0,0.0,4.3405,105.8906,1.375,4.5038,263
19021607573347355252,201901141728344420103096709946,2019-02-16 01:00:00,818120198068,16/2/2019 07:57:34,0,0.0,0.0,4.3405,105.9063,1.25,4.5038,263
19021607573347355253,201901141728344420103096709946,2019-02-16 02:00:00,818120198068,16/2/2019 07:57:34,0,0.0,0.0,4.3405,105.9531,1.25,4.5038,263
19021607573347355254,201901141728344420103096709946,2019-02-16 03:00:00,818120198068,16/2/2019 07:57:34,0,0.0,0.0,4.3405,106.0078,1.1875,4.5038,263
19021607573347355255,201901141728344420103096709946,2019-02-16 04:00:00,818120198068,16/2/2019 07:57:34,0,0.0,0.0,4.3405,106.0078,1.125,4.5038,263
19021607574147355258,201901141728344420103096709946,2019-02-16 05:00:00,818120198068,16/2/2019 07:57:42,0,0.0,0.0,4.3405,106.0234,1.0625,4.5038,263
19021607574147355259,201901141728344420103096709946,2019-02-16 06:00:00,818120198068,16/2/2019 07:57:42,0,0.0,0.0,4.3405,106.0547,1.0,4.5038,263
19021607574147355260,201901141728344420103096709946,2019-02-16 07:00:00,818120198068,16/2/2019 07:57:42,0,0.0,0.0,4.3405,106.0078,0.8125,4.5038,263
19021607574147355261,201901141728344420103096709946,2019-02-16 08:00:00,818120198068,16/2/2019 07:57:42,0,0.0,0.0,4.3405,106.0078,0.5625,4.5038,263
19021707572947608378,201901141728344420103096709946,2019-02-16 09:00:00,818120198068,17/2/2019 07:57:30,0,0.0,0.0,4.3405,106.1328,0.625,4.5038,263
19021707572947608379,201901141728344420103096709946,2019-02-16 10:00:00,818120198068,17/2/2019 07:57:30,0,0.0,0.0,4.3405,106.3906,1.0,4.5038,263
19021707572947608380,201901141728344420103096709946,2019-02-16 11:00:00,818120198068,17/2/2019 07:57:30,0,0.0,0.0,4.3405,106.4375,1.3125,4.5038,263
19021707572947608381,201901141728344420103096709946,2019-02-16 12:00:00,818120198068,17/2/2019 07:57:30,0,0.0,0.0,4.3405,106.5,1.5,4.5038,263
19021707573747608382,201901141728344420103096709946,2019-02-16 13:00:00,818120198068,17/2/2019 07:57:38,0,0.0,0.0,4.3405,106.625,1.875,4.5038,263
19021707573747608383,201901141728344420103096709946,2019-02-16 14:00:00,818120198068,17/2/2019 07:57:38,0,0.0,0.0,4.3405,106.8359,2.375,4.5038,263
19021707573747608384,201901141728344420103096709946,2019-02-16 15:00:00,818120198068,17/2/2019 07:57:38,0,0.0,0.0,4.3405,106.8672,2.75,4.5038,263
19021707573747608385,201901141728344420103096709946,2019-02-16 16:00:00,818120198068,17/2/2019 07:57:38,0,0.0,0.0,4.3405,106.7578,2.6875,4.5038,263
19021707574547608386,201901141728344420103096709946,2019-02-16 17:00:00,818120198068,17/2/2019 07:57:46,0,0.0,0.0,4.3405,106.6797,2.5,4.5038,263
19021707574547608387,201901141728344420103096709946,2019-02-16 18:00:00,818120198068,17/2/2019 07:57:46,0,0.0,0.0,4.3405,106.5938,2.25,4.5038,263
19021707574547608388,201901141728344420103096709946,2019-02-16 19:00:00,818120198068,17/2/2019 07:57:46,0,0.0,0.0,4.3405,106.5469,2.0625,4.5038,263
19021707574547608389,201901141728344420103096709946,2019-02-16 20:00:00,818120198068,17/2/2019 07:57:46,0,0.0,0.0,4.3405,106.5469,1.9375,4.5038,263
19021707575447608390,201901141728344420103096709946,2019-02-16 21:00:00,818120198068,17/2/2019 07:57:54,0,0.0,0.0,4.3405,106.5625,1.9375,4.5038,263
19021707575447608391,201901141728344420103096709946,2019-02-16 22:00:00,818120198068,17/2/2019 07:57:54,0,0.0,0.0,4.3405,106.5938,1.875,4.5038,263
19021707575447608392,201901141728344420103096709946,2019-02-16 23:00:00,818120198068,17/2/2019 07:57:54,0,0.0,0.0,4.3405,106.5781,1.8125,4.5038,263
19021707575447608393,201901141728344420103096709946,2019-02-17 00:00:00,818120198068,17/2/2019 07:57:54,0,0.0,0.0,4.3405,106.5625,1.75,4.5038,263
19021707580247608395,201901141728344420103096709946,2019-02-17 01:00:00,818120198068,17/2/2019 07:58:02,0,0.0,0.0,4.3405,106.5313,1.6875,4.5038,263
19021707580247608396,201901141728344420103096709946,2019-02-17 02:00:00,818120198068,17/2/2019 07:58:02,0,0.0,0.0,4.3405,106.4688,1.5625,4.5038,263
19021707580247608397,201901141728344420103096709946,2019-02-17 03:00:00,818120198068,17/2/2019 07:58:02,0,0.0,0.0,4.3405,106.4375,1.4375,4.5038,263
19021707580247608398,201901141728344420103096709946,2019-02-17 04:00:00,818120198068,17/2/2019 07:58:02,0,0.0,0.0,4.3405,106.3594,1.25,4.5038,263
19021707580947608403,201901141728344420103096709946,2019-02-17 05:00:00,818120198068,17/2/2019 07:58:10,0,0.0,0.0,4.3405,106.3438,1.125,4.5038,263
19021707580947608404,201901141728344420103096709946,2019-02-17 06:00:00,818120198068,17/2/2019 07:58:10,0,0.0,0.0,4.3405,106.3047,1.0,4.5038,263
19021707580947608405,201901141728344420103096709946,2019-02-17 07:00:00,818120198068,17/2/2019 07:58:10,0,0.0,0.0,4.3405,106.3203,0.9375,4.5038,263
19021707580947608406,201901141728344420103096709946,2019-02-17 08:00:00,818120198068,17/2/2019 07:58:10,0,0.0,0.0,4.3405,106.3203,0.875,4.5038,263
19021723584747620411,201901141728344420103096709946,2019-02-17 09:00:00,818120198068,17/2/2019 23:58:47,0,0.0,0.0,4.3405,106.625,1.3125,4.5038,263
19021723584747620412,201901141728344420103096709946,2019-02-17 10:00:00,818120198068,17/2/2019 23:58:47,0,5.6667,6.2918,5.9385,105.5859,2.1875,6.2806,263
19021723584747620413,201901141728344420103096709946,2019-02-17 11:00:00,818120198068,17/2/2019 23:58:47,0,0.0,0.0,7.2473,105.7344,2.5625,7.7338,263
19021723584747620414,201901141728344420103096709946,2019-02-17 12:00:00,818120198068,17/2/2019 23:58:47,0,5.289,5.8465,7.2633,105.5078,3.1875,7.7515,263
19021723585547620415,201901141728344420103096709946,2019-02-17 13:00:00,818120198068,17/2/2019 23:58:55,0,1.5111,1.6645,8.8485,105.3984,3.875,9.5007,263
19021723585547620416,201901141728344420103096709946,2019-02-17 14:00:00,818120198068,17/2/2019 23:58:55,0,1.1333,1.2477,9.3493,105.3672,3.9375,10.052,263
19021723585547620417,201901141728344420103096709946,2019-02-17 15:00:00,818120198068,17/2/2019 23:58:55,0,1.1333,1.2484,9.7951,105.3281,3.6875,10.5431,263
19021723585547620418,201901141728344420103096709946,2019-02-17 16:00:00,818120198068,17/2/2019 23:58:55,0,0.0,0.0,9.9223,105.3984,3.4375,10.6832,263
19021723590347620419,201901141728344420103096709946,2019-02-17 17:00:00,818120198068,17/2/2019 23:59:03,0,0.0,0.0,9.9223,105.3281,3.125,10.6832,263
19021723590347620420,201901141728344420103096709946,2019-02-17 18:00:00,818120198068,17/2/2019 23:59:03,0,0.0,0.0,9.9223,105.3672,2.8125,10.6832,263
19021723590347620421,201901141728344420103096709946,2019-02-17 19:00:00,818120198068,17/2/2019 23:59:03,0,0.0,0.0,9.9223,105.2813,2.5625,10.6832,263
19021723590347620422,201901141728344420103096709946,2019-02-17 20:00:00,818120198068,17/2/2019 23:59:03,0,0.0,0.0,9.9223,105.3281,2.375,10.6832,263
19021723591047620423,201901141728344420103096709946,2019-02-17 21:00:00,818120198068,17/2/2019 23:59:11,0,0.0,0.0,9.9223,105.3359,2.25,10.6832,263
19021723591047620424,201901141728344420103096709946,2019-02-17 22:00:00,818120198068,17/2/2019 23:59:11,0,0.0,0.0,9.9223,105.3672,2.0625,10.6832,263
19021723591047620425,201901141728344420103096709946,2019-02-17 23:00:00,818120198068,17/2/2019 23:59:11,0,0.0,0.0,9.9223,105.3281,1.9375,10.6832,263
19021723591047620426,201901141728344420103096709946,2019-02-18 00:00:00,818120198068,17/2/2019 23:59:11,0,0.0,0.0,9.9223,105.3125,1.75,10.6832,263
19021807572347862184,201901141728344420103096709946,2019-02-18 01:00:00,818120198068,18/2/2019 07:57:24,0,0.0,0.0,9.9223,105.2813,0.8125,10.6832,263
19021807572347862185,201901141728344420103096709946,2019-02-18 02:00:00,818120198068,18/2/2019 07:57:24,0,0.0,0.0,9.9223,105.25,0.5,10.6832,263
19021807572347862186,201901141728344420103096709946,2019-02-18 03:00:00,818120198068,18/2/2019 07:57:24,0,0.0,0.0,9.9223,105.125,0.25,10.6832,263
19021807572347862187,201901141728344420103096709946,2019-02-18 04:00:00,818120198068,18/2/2019 07:57:24,0,0.0,0.0,9.9223,105.0781,0.1875,10.6832,263
19021807573147862188,201901141728344420103096709946,2019-02-18 05:00:00,818120198068,18/2/2019 07:57:32,0,0.0,0.0,9.9223,105.0781,0.125,10.6832,263
19021807573147862189,201901141728344420103096709946,2019-02-18 06:00:00,818120198068,18/2/2019 07:57:32,0,0.0,0.0,9.9223,104.9609,0.125,10.6832,263
19021807573147862190,201901141728344420103096709946,2019-02-18 07:00:00,818120198068,18/2/2019 07:57:32,0,0.0,0.0,9.9223,105.0313,0.125,10.6832,263
19021807573147862191,201901141728344420103096709946,2019-02-18 08:00:00,818120198068,18/2/2019 07:57:32,0,1.1333,1.2604,10.2411,104.9609,0.125,11.0376,263
19021823584747874565,201901141728344420103096709946,2019-02-18 09:00:00,818120198068,18/2/2019 23:58:48,0,1.1333,1.2595,11.419,104.8828,0.125,12.347000000000001,263
19021823584747874566,201901141728344420103096709946,2019-02-18 10:00:00,818120198068,18/2/2019 23:58:48,0,0.0,0.0,11.8694,105.0156,0.1875,12.8474,263
19021823584747874567,201901141728344420103096709946,2019-02-18 11:00:00,818120198068,18/2/2019 23:58:48,0,0.0,0.0,11.8694,104.9766,0.3125,12.8474,263
19021823584747874568,201901141728344420103096709946,2019-02-18 12:00:00,818120198068,18/2/2019 23:58:48,0,0.0,0.0,12.044,104.8828,0.3125,13.0413,263
19021823585547874569,201901141728344420103096709946,2019-02-18 13:00:00,818120198068,18/2/2019 23:58:56,0,1.5111,1.6743,12.1838,104.6641,0.375,13.1963,263
19021823585547874570,201901141728344420103096709946,2019-02-18 14:00:00,818120198068,18/2/2019 23:58:56,0,0.3778,0.4187,12.9179,104.7109,0.4375,14.0098,263
19021823585547874571,201901141728344420103096709946,2019-02-18 15:00:00,818120198068,18/2/2019 23:58:56,0,0.0,0.0,12.9824,104.7578,0.5,14.0812,263
19021823585547874572,201901141728344420103096709946,2019-02-18 16:00:00,818120198068,18/2/2019 23:58:56,0,0.0,0.0,13.3213,104.7578,0.625,14.4567,263
19021823590347874573,201901141728344420103096709946,2019-02-18 17:00:00,818120198068,18/2/2019 23:59:03,0,0.0,0.0,13.3213,104.7578,0.75,14.4567,263
19021823590347874574,201901141728344420103096709946,2019-02-18 18:00:00,818120198068,18/2/2019 23:59:03,0,0.0,0.0,13.3213,104.7578,0.75,14.4567,263
19021823590347874575,201901141728344420103096709946,2019-02-18 19:00:00,818120198068,18/2/2019 23:59:03,0,0.0,0.0,13.3213,104.7578,0.6875,14.4567,263
19021823590347874576,201901141728344420103096709946,2019-02-18 20:00:00,818120198068,18/2/2019 23:59:03,0,0.0,0.0,13.3213,104.7891,0.625,14.4567,263
19021823591147874578,201901141728344420103096709946,2019-02-18 21:00:00,818120198068,18/2/2019 23:59:11,0,0.0,0.0,13.3213,104.8516,0.6875,14.4567,263
19021823591147874579,201901141728344420103096709946,2019-02-18 22:00:00,818120198068,18/2/2019 23:59:11,0,0.0,0.0,13.3213,104.9141,0.6875,14.4567,263
19021823591147874580,201901141728344420103096709946,2019-02-18 23:00:00,818120198068,18/2/2019 23:59:11,0,0.0,0.0,13.3213,104.9766,0.75,14.4567,263
19021823591147874581,201901141728344420103096709946,2019-02-19 00:00:00,818120198068,18/2/2019 23:59:11,0,0.0,0.0,13.3213,105.0,0.8125,14.4567,263
19021907572248116156,201901141728344420103096709946,2019-02-19 01:00:00,818120198068,19/2/2019 07:57:22,0,0.0,0.0,13.3213,105.0313,0.8125,14.4567,263
19021907572248116157,201901141728344420103096709946,2019-02-19 02:00:00,818120198068,19/2/2019 07:57:22,0,0.0,0.0,13.3213,105.0313,0.8125,14.4567,263
19021907572248116158,201901141728344420103096709946,2019-02-19 03:00:00,818120198068,19/2/2019 07:57:22,0,0.0,0.0,13.3213,105.0313,0.8125,14.4567,263
19021907572248116159,201901141728344420103096709946,2019-02-19 04:00:00,818120198068,19/2/2019 07:57:22,0,0.0,0.0,13.3213,105.0313,0.6875,14.4567,263
19021907573048116162,201901141728344420103096709946,2019-02-19 05:00:00,818120198068,19/2/2019 07:57:30,0,0.0,0.0,13.3213,105.0,0.6875,14.4567,263
19021907573048116163,201901141728344420103096709946,2019-02-19 06:00:00,818120198068,19/2/2019 07:57:30,0,0.0,0.0,13.3213,105.0156,0.6875,14.4567,263
19021907573048116164,201901141728344420103096709946,2019-02-19 07:00:00,818120198068,19/2/2019 07:57:30,0,0.0,0.0,13.3213,105.0313,0.5,14.4567,263
19021907573048116165,201901141728344420103096709946,2019-02-19 08:00:00,818120198068,19/2/2019 07:57:30,0,0.7556,0.8397,13.4468,104.9297,0.25,14.5962,263
19021923583948127897,201901141728344420103096709946,2019-02-19 09:00:00,818120198068,19/2/2019 23:58:40,0,0.7556,0.8397,14.8461,105.0781,0.625,16.1506,263
19021923583948127898,201901141728344420103096709946,2019-02-19 10:00:00,818120198068,19/2/2019 23:58:40,0,0.0,0.0,16.1484,105.25,1.6875,17.5951,263
19021923583948127899,201901141728344420103096709946,2019-02-19 11:00:00,818120198068,19/2/2019 23:58:40,0,0.0,0.0,16.9394,105.1875,2.5,18.4681,263
19021923583948127900,201901141728344420103096709946,2019-02-19 12:00:00,818120198068,19/2/2019 23:58:40,0,0.0,0.0,16.9394,105.0469,3.1875,18.4681,263
19021923584748127901,201901141728344420103096709946,2019-02-19 13:00:00,818120198068,19/2/2019 23:58:48,0,0.0,0.0,16.9394,104.9766,4.1875,18.4681,263
19021923584748127902,201901141728344420103096709946,2019-02-19 14:00:00,818120198068,19/2/2019 23:58:48,0,0.0,0.0,16.9394,104.9609,5.375,18.4681,263
19021923584748127903,201901141728344420103096709946,2019-02-19 15:00:00,818120198068,19/2/2019 23:58:48,0,0.0,0.0,16.9394,104.8828,6.25,18.4681,263
19021923584748127904,201901141728344420103096709946,2019-02-19 16:00:00,818120198068,19/2/2019 23:58:48,0,0.0,0.0,16.9394,104.8359,6.375,18.4681,263
19021923585548127905,201901141728344420103096709946,2019-02-19 17:00:00,818120198068,19/2/2019 23:58:55,0,0.0,0.0,16.9394,104.8828,6.0625,18.4681,263
19021923585548127906,201901141728344420103096709946,2019-02-19 18:00:00,818120198068,19/2/2019 23:58:55,0,0.0,0.0,16.9394,104.7891,5.6875,18.4681,263
19021923585548127907,201901141728344420103096709946,2019-02-19 19:00:00,818120198068,19/2/2019 23:58:55,0,0.0,0.0,16.9394,104.8984,5.25,18.4681,263
19021923585548127908,201901141728344420103096709946,2019-02-19 20:00:00,818120198068,19/2/2019 23:58:55,0,0.0,0.0,16.9394,104.9766,4.9375,18.4681,263
19021923590348127910,201901141728344420103096709946,2019-02-19 21:00:00,818120198068,19/2/2019 23:59:03,0,0.0,0.0,16.9394,105.0469,4.625,18.4681,263
19021923590348127911,201901141728344420103096709946,2019-02-19 22:00:00,818120198068,19/2/2019 23:59:03,0,0.0,0.0,16.9394,105.1406,4.4375,18.4681,263
19021923590348127912,201901141728344420103096709946,2019-02-19 23:00:00,818120198068,19/2/2019 23:59:03,0,0.0,0.0,16.9394,105.1875,4.25,18.4681,263
19021923590348127913,201901141728344420103096709946,2019-02-20 00:00:00,818120198068,19/2/2019 23:59:03,0,0.0,0.0,16.9394,105.25,4.125,18.4681,263
19022007571648369165,201901141728344420103096709946,2019-02-20 01:00:00,818120198068,20/2/2019 07:57:16,0,0.0,0.0,16.9394,105.2656,4.0,18.4681,263
19022007571648369166,201901141728344420103096709946,2019-02-20 02:00:00,818120198068,20/2/2019 07:57:16,0,0.0,0.0,16.9394,105.2344,3.875,18.4681,263
19022007571648369167,201901141728344420103096709946,2019-02-20 03:00:00,818120198068,20/2/2019 07:57:16,0,0.0,0.0,16.9394,105.0938,3.625,18.4681,263
19022007571648369168,201901141728344420103096709946,2019-02-20 04:00:00,818120198068,20/2/2019 07:57:16,0,0.0,0.0,16.9394,105.125,3.25,18.4681,263
19022007572448369173,201901141728344420103096709946,2019-02-20 05:00:00,818120198068,20/2/2019 07:57:24,0,0.0,0.0,16.9394,105.1719,2.9375,18.4681,263
19022007572448369174,201901141728344420103096709946,2019-02-20 06:00:00,818120198068,20/2/2019 07:57:24,0,1.5111,1.6683,16.9864,105.2031,2.75,18.52,263
19022007572448369175,201901141728344420103096709946,2019-02-20 07:00:00,818120198068,20/2/2019 07:57:24,0,2.6445,2.9228,20.8954,105.25,2.5625,22.8372,263
19022007572448369176,201901141728344420103096709946,2019-02-20 08:00:00,818120198068,20/2/2019 07:57:24,0,0.3778,0.4174,21.6418,105.2813,2.75,23.6618,263
19022107571748622592,201901141728344420103096709946,2019-02-20 09:00:00,818120198068,21/2/2019 07:57:18,0,0.0,0.0,22.4572,105.4453,3.0,24.5622,263
19022107571748622593,201901141728344420103096709946,2019-02-20 10:00:00,818120198068,21/2/2019 07:57:18,0,4.9112,5.4184,22.799,105.3281,3.25,24.9395,263
19022107571748622594,201901141728344420103096709946,2019-02-20 11:00:00,818120198068,21/2/2019 07:57:18,0,2.6445,2.9155,25.2926,105.4453,3.75,27.6895,263
19022107571748622595,201901141728344420103096709946,2019-02-20 12:00:00,818120198068,21/2/2019 07:57:18,0,0.0,0.0,29.6241,105.4609,3.625,32.4603,263
19022107572948622598,201901141728344420103096709946,2019-02-20 13:00:00,818120198068,21/2/2019 07:57:29,0,1.1333,1.248,31.6289,105.2969,3.6875,34.6683,263
19022107572948622599,201901141728344420103096709946,2019-02-20 14:00:00,818120198068,21/2/2019 07:57:29,0,0.0,0.0,31.737,105.3828,3.75,34.7874,263
19022107572948622600,201901141728344420103096709946,2019-02-20 15:00:00,818120198068,21/2/2019 07:57:29,0,0.0,0.0,31.737,105.4297,3.75,34.7874,263
19022107572948622601,201901141728344420103096709946,2019-02-20 16:00:00,818120198068,21/2/2019 07:57:29,0,0.0,0.0,31.737,105.4609,3.75,34.7874,263
19022107573548622602,201901141728344420103096709946,2019-02-20 17:00:00,818120198068,21/2/2019 07:57:36,0,0.0,0.0,31.737,105.4141,3.8125,34.7874,263
19022107573548622603,201901141728344420103096709946,2019-02-20 18:00:00,818120198068,21/2/2019 07:57:36,0,0.0,0.0,31.737,105.4297,3.6875,34.7874,263
19022107573548622604,201901141728344420103096709946,2019-02-20 19:00:00,818120198068,21/2/2019 07:57:36,0,0.0,0.0,31.737,105.4609,3.5625,34.7874,263
19022107573548622605,201901141728344420103096709946,2019-02-20 20:00:00,818120198068,21/2/2019 07:57:36,0,0.0,0.0,31.737,105.5859,3.5,34.7874,263
19022107574348622606,201901141728344420103096709946,2019-02-20 21:00:00,818120198068,21/2/2019 07:57:44,0,0.0,0.0,31.737,105.6484,3.5,34.7874,263
19022107574348622607,201901141728344420103096709946,2019-02-20 22:00:00,818120198068,21/2/2019 07:57:44,0,0.0,0.0,31.737,105.7344,3.5625,34.7874,263
19022107574348622608,201901141728344420103096709946,2019-02-20 23:00:00,818120198068,21/2/2019 07:57:44,0,0.0,0.0,31.737,105.6875,3.625,34.7874,263
19022107574348622609,201901141728344420103096709946,2019-02-21 00:00:00,818120198068,21/2/2019 07:57:44,0,0.0,0.0,31.737,105.6875,3.625,34.7874,263
19022107575148622611,201901141728344420103096709946,2019-02-21 01:00:00,818120198068,21/2/2019 07:57:52,0,0.0,0.0,31.737,105.6875,3.625,34.7874,263
19022107575148622612,201901141728344420103096709946,2019-02-21 02:00:00,818120198068,21/2/2019 07:57:52,0,0.0,0.0,31.737,105.6875,3.6875,34.7874,263
19022107575148622613,201901141728344420103096709946,2019-02-21 03:00:00,818120198068,21/2/2019 07:57:52,0,0.0,0.0,31.737,105.6641,3.75,34.7874,263
19022107575148622614,201901141728344420103096709946,2019-02-21 04:00:00,818120198068,21/2/2019 07:57:52,0,0.0,0.0,31.737,105.5703,3.75,34.7874,263
19022107580048622619,201901141728344420103096709946,2019-02-21 05:00:00,818120198068,21/2/2019 07:58:00,0,0.0,0.0,31.737,105.4766,3.75,34.7874,263
19022107580048622620,201901141728344420103096709946,2019-02-21 06:00:00,818120198068,21/2/2019 07:58:00,0,3.4,3.7466,32.1232,105.3672,3.6875,35.2131,263
19022107580048622621,201901141728344420103096709946,2019-02-21 07:00:00,818120198068,21/2/2019 07:58:00,0,4.1556,4.5847,38.9291,105.4453,3.5625,42.7153,263
19022107580048622622,201901141728344420103096709946,2019-02-21 08:00:00,818120198068,21/2/2019 07:58:00,0,1.1333,1.251,41.0017,105.5703,3.75,45.0021,263
19022207570748879210,201901141728344420103096709946,2019-02-21 09:00:00,818120198068,22/2/2019 07:57:08,0,0.0,0.0,41.723,105.7188,3.875,45.7982,263
19022207570748879211,201901141728344420103096709946,2019-02-21 10:00:00,818120198068,22/2/2019 07:57:08,0,0.0,0.0,41.723,105.6172,4.1875,45.7982,263
19022207570748879212,201901141728344420103096709946,2019-02-21 11:00:00,818120198068,22/2/2019 07:57:08,0,7.5557,8.2924,44.3667,105.3281,4.6875,48.7024,263
19022207570748879213,201901141728344420103096709946,2019-02-21 12:00:00,818120198068,22/2/2019 07:57:08,0,0.0,0.0,49.1203,105.5703,5.0625,53.9205,263
19022207571548879215,201901141728344420103096709946,2019-02-21 13:00:00,818120198068,22/2/2019 07:57:16,0,0.0,0.0,51.0104,105.4453,5.375,55.9898,263
19022207571548879216,201901141728344420103096709946,2019-02-21 14:00:00,818120198068,22/2/2019 07:57:16,0,0.0,0.0,51.0104,105.4453,5.3125,55.9898,263
19022207571548879217,201901141728344420103096709946,2019-02-21 15:00:00,818120198068,22/2/2019 07:57:16,0,0.0,0.0,52.4078,105.4453,5.4375,57.5188,263
19022207571548879218,201901141728344420103096709946,2019-02-21 16:00:00,818120198068,22/2/2019 07:57:16,0,0.0,0.0,52.4078,105.3672,5.0625,57.5188,263
19022207572348879219,201901141728344420103096709946,2019-02-21 17:00:00,818120198068,22/2/2019 07:57:24,0,0.7556,0.8295,52.4636,105.3125,4.5625,57.5801,263
19022207572348879220,201901141728344420103096709946,2019-02-21 18:00:00,818120198068,22/2/2019 07:57:24,0,0.0,0.0,52.7885,105.3828,4.0,57.937,263
19022207572348879221,201901141728344420103096709946,2019-02-21 19:00:00,818120198068,22/2/2019 07:57:24,0,0.0,0.0,54.1677,105.4766,3.5625,59.4555,263
19022207572348879222,201901141728344420103096709946,2019-02-21 20:00:00,818120198068,22/2/2019 07:57:24,0,0.0,0.0,54.1677,105.4453,3.25,59.4555,263
19022207573148879223,201901141728344420103096709946,2019-02-21 21:00:00,818120198068,22/2/2019 07:57:31,0,0.0,0.0,54.1677,105.4922,2.75,59.4555,263
19022207573148879224,201901141728344420103096709946,2019-02-21 22:00:00,818120198068,22/2/2019 07:57:31,0,0.0,0.0,54.1677,105.4766,2.5625,59.4555,263
19022207573148879225,201901141728344420103096709946,2019-02-21 23:00:00,818120198068,22/2/2019 07:57:31,0,0.0,0.0,54.1677,105.4609,2.5,59.4555,263
19022207573148879226,201901141728344420103096709946,2019-02-22 00:00:00,818120198068,22/2/2019 07:57:31,0,0.0,0.0,54.1677,105.5234,2.5,59.4555,263
19022207573948879227,201901141728344420103096709946,2019-02-22 01:00:00,818120198068,22/2/2019 07:57:39,0,0.0,0.0,54.1677,105.5234,2.4375,59.4555,263
19022207573948879228,201901141728344420103096709946,2019-02-22 02:00:00,818120198068,22/2/2019 07:57:39,0,0.0,0.0,54.1677,105.5078,2.1875,59.4555,263
19022207573948879229,201901141728344420103096709946,2019-02-22 03:00:00,818120198068,22/2/2019 07:57:40,0,0.0,0.0,54.1677,105.4922,2.125,59.4555,263
19022207573948879230,201901141728344420103096709946,2019-02-22 04:00:00,818120198068,22/2/2019 07:57:40,0,0.0,0.0,54.1677,105.4453,2.0625,59.4555,263
19022207574748879232,201901141728344420103096709946,2019-02-22 05:00:00,818120198068,22/2/2019 07:57:48,0,0.0,0.0,54.1677,105.3672,2.0625,59.4555,263
