2018-08-14,32,32.0,32.0
2018-08-15,33,33.0,33.0
2018-08-16,34,34.0,34.0
2018-08-17,31,31.0,31.0
2018-08-18,34,34.0,34.0
2018-08-19,28,28.0,28.0
2018-08-20,31,31.0,31.0
2018-08-21,24,27.9396,35.7747
2018-08-22,0,23.9772,37.4513
2018-08-23,0,3.806,48.194
2018-08-24,3,0.0,48.491
2018-08-25,30,0.0,45.7171
2018-08-26,35,0.0,43.9076
2018-08-27,30,0.0,46.9431
2018-08-28,34,0.0,46.5462
2018-08-29,32,0.0,50.0327
2018-08-30,33,0.0,51.4257
2018-08-31,34,7.319,48.9667
2018-09-01,29,28.8903,36.2526
2018-09-02,31,28.3079,36.5492
2018-09-03,30,28.2431,35.4712
2018-09-04,29,28.2431,35.4712
2018-09-05,27,27.5288,34.7569
2018-09-06,32,25.911,34.9461
2018-09-07,30,26.0479,34.5235
2018-09-08,31,26.7451,32.6835
2018-09-09,30,26.9763,33.0237
2018-09-10,31,26.9434,32.7709
2018-09-11,32,26.9763,33.0237
2018-09-12,31,27.247,33.6102
2018-09-13,30,29.4881,32.5119
2018-09-14,28,29.3146,32.114
2018-09-15,37,28.0725,32.7846
2018-09-16,32,26.0798,36.4917
2018-09-17,31,26.4604,36.6824
2018-09-18,30,26.4604,36.6824
2018-09-19,32,26.0798,36.4917
2018-09-20,35,26.207,36.6502
2018-09-21,32,26.544,37.7417
2018-09-22,31,28.2149,37.2137
2018-09-23,28,28.9434,34.7709
2018-09-24,29,27.3267,35.2447
2018-09-25,32,26.7238,35.2762
2018-09-26,32,27.0479,35.5235
2018-09-27,26,27.0479,35.5235
2018-09-28,32,25.5922,34.4078
2018-09-29,31,25.5922,34.4078
2018-09-30,31,25.5922,34.4078
2018-10-01,35,26.3079,34.5492
2018-10-02,31,26.3041,36.2673
2018-10-03,29,26.1941,36.0916
2018-10-04,42,25.6193,35.8093
2018-10-05,37,24.9289,41.0711
2018-10-06,31,25.2483,42.1803
2018-10-07,32,25.2483,42.1803
2018-10-08,34,25.5468,42.1675
2018-10-09,30,25.4532,41.9753
2018-10-10,31,25.0958,42.0471
2018-10-11,32,25.8981,41.8162
2018-10-12,31,28.0393,36.8178
2018-10-13,35,29.2154,33.9275
2018-10-14,35,28.8602,35.4255
2018-10-15,28,28.7382,36.4047
2018-10-16,31,26.9676,36.4609
2018-10-17,30,27.2679,36.4464
2018-10-18,28,26.9676,36.4609
2018-10-19,30,25.752,36.5337
2018-10-20,35,25.5489,36.4511
2018-10-21,30,25.5489,36.4511
2018-10-22,31,25.9151,34.6563
2018-10-23,26,26.7553,34.6733
2018-10-24,30,24.873,35.127
2018-10-25,29,24.873,35.127
2018-10-26,32,25.1941,35.0916
2018-10-27,27,25.3176,35.5396
2018-10-28,30,25.3267,33.2447
2018-10-29,30,25.3267,33.2447
2018-10-30,30,25.374,32.9117
