2019-03-26,241,0.0,295.1951
2019-03-27,225,0.0,308.693
2019-03-28,223,0.0,307.7274
2019-03-29,216,0.0,341.8646
2019-03-30,201,0.0,354.0205
2019-03-31,221,29.4688,337.9598
2019-04-01,221,179.0529,251.5185
2019-04-02,217,199.1707,243.115
2019-04-03,202,202.8736,232.5549
2019-04-04,81,197.4628,231.3943
2019-04-05,0,100.4782,287.8075
2019-04-06,0,1.3308,325.2406
2019-04-07,0,0.0,327.8436
2019-04-08,170,0.0,301.6123
2019-04-09,212,0.0,279.6792
2019-04-10,203,0.0,277.1052
2019-04-11,206,0.0,277.5848
2019-04-12,190,0.0,310.2757
2019-04-13,211,0.0,319.2021
2019-04-14,215,28.6031,311.9683
2019-04-15,229,171.451,230.549
2019-04-16,214,187.3415,231.5156
2019-04-17,189,187.4506,231.978
2019-04-18,76,181.2737,234.1548
2019-04-19,0,93.063,285.2228
2019-04-20,0,0.0,325.4835
2019-04-21,0,0.0,323.4741
2019-04-22,170,0.0,298.4459
2019-04-23,191,0.0,271.6339
2019-04-24,226,0.0,259.9667
2019-04-25,0,0.0,279.0082
2019-04-26,225,0.0,279.8642
2019-04-27,201,0.0,320.0868
2019-04-28,194,0.0,331.2426
2019-04-29,164,27.0272,317.8299
2019-04-30,128,26.0522,317.0906
2019-05-01,0,15.191,309.9518
2019-05-02,0,0.0,304.5129
2019-05-03,0,0.0,304.5129
2019-05-04,0,0.0,273.6305
2019-05-05,161,0.0,233.6126
2019-05-06,190,0.0,215.6834
2019-05-07,186,0.0,229.8999
2019-05-08,185,0.0,254.6732
2019-05-09,198,0.0,282.6228
2019-05-10,188,0.0,298.9853
2019-05-11,190,27.3344,289.237
2019-05-12,176,163.9981,206.859
2019-05-13,189,175.2957,199.8472
2019-05-14,183,175.2463,199.6109
2019-05-15,171,174.4416,199.5584
2019-05-16,61,168.0969,201.9031
2019-05-17,0,79.1542,251.7029
2019-05-18,0,0.0,279.6564
2019-05-19,0,0.0,273.9686
2019-05-20,147,0.0,255.4102
2019-05-21,177,0.0,236.928
2019-05-22,183,0.0,233.8634
2019-05-23,184,0.0,239.8139
2019-05-24,165,0.0,271.211
2019-05-25,186,0.0,278.7309
2019-05-26,183,24.6572,273.0571
2019-05-27,176,148.6182,201.3818
