,category,exceptionnum,meterid,similary,smallratio
249,2,0,meterId201712260947234710103402804671,3.2345426382158715,0.0
23,2,0,meterId201710231921093090103258206594,2.886236903838441,0.0
205,2,0.0,meterId201711250838253960103525192000,2.7753960168353125,0.0019569471624266144
63,2,0,meterId201710231921093090103916642670,2.6391500945056987,0.0
31,2,0,meterId201710231921093090103425765051,2.6240707438006208,0.0
228,2,0.0,meterId201712111101363530103895322537,2.601069952146044,0.0019569471624266144
72,2,0,meterId201710251919589840103056835935,2.582410971347394,0.0
28,2,1,meterId201710231921093090103340679346,2.581505827148354,0.0
163,2,0,meterId201711211926123240103000005347,2.534823612259792,0.0
19,2,0,meterId201710231921093090103199954320,2.5323989786933283,0.0
16,2,0,meterId201710231921093090103153037564,2.5308108270430547,0.0
125,2,0,meterId201711141615094070103660850733,2.508757052806666,0.0
57,2,0,meterId201710231921093090103795373127,2.5073254151279243,0.0
485,2,0,meterId201807121535081460103766915081,2.419119815848731,0.0
255,2,0.0,meterId201712291002052600103252701846,2.4184905714529052,0.5107632093933464
113,2,0,meterId201710251919589840103921398570,2.3796559372619868,0.0
43,2,0,meterId201710231921093090103625587728,2.347465038004901,0.0
273,2,0,meterId201801160918411800103949060967,2.338465836200893,0.0
358,2,0,meterId201804251343521640103818428588,2.319163401262624,0.0
158,2,0,meterId201711211926122360103000007667,2.3047410891646956,0.0
168,2,0,meterId201711211926123970103000007687,2.302826754950632,0.0
334,2,1,meterId201804091542287190103982622947,2.270767701050065,0.0
76,2,0,meterId201710251919589840103189588429,2.2487653196122217,0.0
104,2,0,meterId201710251919589840103677848551,2.2379821701944103,0.0
146,2,0.0,meterId201711211048311170103687726569,2.2346874021200094,0.009784735812133072
18,2,0,meterId201710231921093090103185487935,2.2030121521046397,0.0
864,2,0,meterId201809271101057600103038508340,2.1663150852046,0.0
471,2,0,meterId201807061645272530103101248227,2.1304731118353644,0.0
477,2,0,meterId201807101202583420103792005099,2.1285080821095437,0.0
457,2,0,meterId201807020959398560103412016898,2.1248719802142646,0.0
308,2,0,meterId201803161537517980103430996414,2.0856323403114865,0.0
44,2,0,meterId201710231921093090103627549877,2.0757355204093884,0.0
462,2,0,meterId201807051107395240103505393896,2.065774695394605,0.0
50,2,1,meterId201710231921093090103712626777,2.05093021193883,0.0
466,2,0,meterId201807051811452900103061329216,2.0405853713689583,0.0
84,2,0,meterId201710251919589840103416372210,2.016881168458235,0.0
438,2,0,meterId201806111300464580103014323960,2.00092921637771,0.0
805,2,0,meterId201809051444041750103267711481,1.9948280234083353,0.0
502,2,0,meterId201807181231406200103611795938,1.9686898295491886,0.0
7,2,0,meterId201710231921093090103030837568,1.961002211600666,0.0
114,2,0,meterId201710251919589840103934957824,1.957047003490422,0.0
486,2,0.0,meterId201807121731282100103232011171,1.9481430946786054,0.0
452,2,0,meterId201806241433481980103675244984,1.939739116181673,0.0
660,2,0,meterId201808090920396830103000001264,1.9397164741270827,0.0
988,2,0,meterId201810161634202030103927373543,1.9313674838950718,0.0
344,2,3,meterId201804161018216480103120034695,1.9268595671469466,0.0
891,2,0,meterId201809291216157290103130220703,1.9204678719953632,0.0
293,2,2,meterId201802050854165720103097171000,1.9039432764659772,0.0
109,2,0,meterId201710251919589840103773600257,1.9027111712780111,0.0
248,2,2,meterId201712251718025140103269179457,1.9007723707455448,0.0
735,2,0,meterId201808161434230710103068223061,1.8868952045192928,0.0
1154,2,0,meterId201811111449308070103349595781,1.8738393865439125,0.0
492,2,0,meterId201807161740261130103951744253,1.8675058535631197,0.0
101,2,0,meterId201710251919589840103665806786,1.8653988340784637,0.0
292,2,0,meterId201802031645131100103884050610,1.8581343021542263,0.0
40,2,2,meterId201710231921093090103586486187,1.8570945048650593,0.0
275,2,2,meterId201801171014077290103904519846,1.8553753588258095,0.0
437,2,0,meterId201806111125108060103368993293,1.852588884686524,0.0
516,2,0,meterId201807201938143860103098585826,1.8473061050547552,0.0
514,2,1,meterId201807201825456970103515368987,1.845407291297262,0.0
717,2,0,meterId201808111629489630103312050208,1.8418796476530808,0.0
897,2,0,meterId201809301058289000103901333975,1.837978166265699,0.0
33,2,0,meterId201710231921093090103473794932,1.836157144603766,0.0
117,2,3,meterId201710251919589840103967194481,1.8340271317392496,0.0
288,2,2,meterId201801311647194770103128156093,1.8304288280104684,0.0
966,2,0,meterId201810161539489710103578860266,1.8266218248703658,0.0
311,2,1,meterId201803221103480600103737374671,1.8227843667976915,0.0
77,2,0,meterId201710251919589840103218614398,1.818829137001647,0.0
490,2,0,meterId201807141517249810103163680301,1.8133039073079271,0.0
55,2,0,meterId201710231921093090103774160273,1.8127455340480656,0.0
137,2,5.0,meterId201711141808565430103327984732,1.8099589932077038,0.5968688845401174
20,2,1,meterId201710231921093090103200731721,1.7989763008503616,0.0
425,2,0,meterId201806011025210140103042824735,1.7839411366578004,-0.011204481792717087
965,2,0,meterId201810161535310340103302631091,1.7833347081710884,0.0
309,2,4,meterId201803161539364090103833204088,1.7813704882725288,0.0
586,2,0,meterId201808090920391860103000000908,1.7343835795867988,0.0
