,category,exceptionnum,meterid,similary,smallratio
68,3,0,meterId201710231921093090103992494698,3.3449284679213873,0.0
183,3,0,meterId201711211926126940103000005343,3.2943280334536214,0.0
51,3,0,meterId201710231921093090103732584662,3.1156021916861936,0.0
46,3,0,meterId201710231921093090103679111872,3.028553982990351,0.0
176,3,0,meterId201711211926125680103000009887,2.915490185436101,0.0
82,3,0,meterId201710251919589840103330651224,2.915470050951084,0.0
291,3,0,meterId201802021008128140103479871590,2.8642809719293894,0.0
86,3,0,meterId201710251919589840103457875091,2.8320221548509017,0.0
39,3,0,meterId201710231921093090103554324909,2.7587567160054336,0.0
281,3,0,meterId201801251651010610103122098574,2.6143442345365804,0.0
417,3,0,meterId201805291718232230103996061651,2.5613330639987457,0.0
245,3,0,meterId201712250857061130103754067666,2.549888586291881,0.0
283,3,0,meterId201801271819037850103987264393,2.5166008264290793,-110.80538302277432
274,3,1,meterId201801170805361700103693790852,2.4641460101107966,0.0
134,3,0.0,meterId201711141801443700103938460866,2.386483763883236,0.2583170254403131
289,3,0,meterId201802011443539380103054462345,2.369862345056515,0.0
88,3,0,meterId201710251919589840103471741156,2.3586564501298106,0.0
48,3,0,meterId201710231921093090103680779556,2.334519678845187,0.0
155,3,0,meterId201711211926121360103000012315,2.324776505132605,0.0
818,3,0,meterId201809101024341960103376959666,2.2866395411413953,0.0
481,3,0,meterId201807111709025870103682405862,2.2687417986876395,0.0
772,3,0,meterId201808281645535810103503357163,2.2495555470423754,0.0
467,3,0,meterId201807051812336090103507340807,2.2448968084690994,0.0
381,3,0,meterId201805141300541650103307620183,2.2446078464402857,0.0
325,3,0,meterId201804051515117180103843651622,2.2277155171534697,0.0
13,3,0,meterId201710231921093090103120044101,2.2276686571968494,0.0
135,3,2.0,meterId201711141804393870103569975760,2.188902668728331,0.0136986301369863
783,3,0,meterId201808301404507430103388877924,2.1784521739711837,0.0
432,3,0,meterId201806041546091260103991502891,2.168048871578911,0.0
817,3,0,meterId201809091548206370103171680709,2.1546142989461203,0.0
518,3,0,meterId201807211842185900103447796482,2.128997236689378,0.0
131,3,4.0,meterId201711141754018790103489635433,2.0684392491352,0.17142857142857143
507,3,0,meterId201807191407150850103648520374,2.0616810911554246,0.0
500,3,0,meterId201807181149136670103730145186,2.0576309750025494,0.0
316,3,0,meterId201803301421339210103983579949,2.0116284040724755,0.0
1014,3,0,meterId201810191117323180103216348752,1.9709400685118996,0.0
837,3,0,meterId201809171100544930103550004536,1.9700056905821033,0.0
513,3,0,meterId201807201824347480103002561579,1.9480899422920783,0.0
396,3,0,meterId201805211546180270103704730070,1.9255644176667661,0.0
834,3,0,meterId201809171055301280103721892014,1.9255473831334695,0.0
692,3,0,meterId201808090920398930103000001156,1.9213917611268843,0.0
858,3,0,meterId201809260956479570103321272291,1.9146006999629173,0.0
266,3,0.0,meterId201801101654473440103464810178,1.9100343867177418,0.0
632,3,0,meterId201808090920395330103000000700,1.8953774350513344,-3.6948051948051948
727,3,0,meterId201808141814134220103002709976,1.8915528476758252,0.0
911,3,0,meterId201810021158405150103683031149,1.8501559185854914,0.0
238,3,2,meterId201712181512004740103810473741,1.8352351845301045,0.0
444,3,3,meterId201806141505282540103794150690,1.8315137892020266,0.0
1351,3,0,meterId201812231421351800103100428308,1.829799299302347,0.0
822,3,0,meterId201809121019245580103518959159,1.8204289724462177,0.0
603,3,0,meterId201808090920393280103000000920,1.810001879533327,0.0
983,3,0,meterId201810161627331640103209806043,1.8092337490527237,0.0
706,3,0,meterId201808090920399640103000001032,1.80565342099015,0.0
227,3,0.0,meterId201712111047191500103393897944,1.7954275478976696,0.0136986301369863
116,3,1,meterId201710251919589840103967062964,1.7926944462324514,0.0
470,3,0,meterId201807061633244460103486882674,1.7915584840341574,0.0
475,3,0,meterId201807091840338050103927896392,1.7902185722105157,0.0
610,3,0,meterId201808090920394050103000001060,1.789701803200382,0.0
290,3,0,meterId201802011643579970103920459935,1.77446741669887,0.0
910,3,0,meterId201810021156163360103577027426,1.763893536196296,0.0
793,3,0,meterId201809031538494340103226195895,1.7634463270101566,0.0
934,3,1,meterId201810091621434560103295560355,1.7595485827030564,0.0
1192,3,0,meterId201811151826282690103891650645,1.7477702783152314,0.0
1298,3,0,meterId201812080934151950103119261912,1.741764844748535,0.0
1131,3,0,meterId201811081750287710103334965512,1.7194878056006873,0.0
690,3,0,meterId201808090920398650103000001224,1.706805252979271,0.0
751,3,0.0,meterId201808220942489040103627987540,1.7049521207373037,0.007326007326007326
1027,3,0,meterId201810221139135120103409938582,1.7017604484267794,0.0
732,3,1,meterId201808151151597900103609962154,1.6946762107708144,0.0
1352,3,0.0,meterId201812241047063670103982393650,1.6383435828052828,0.0
1241,3,0.0,meterId201811290924069570103630491046,1.6217267470595182,0.0
1240,3,0.0,meterId201811281706278500103464560911,1.6199493401012053,0.0
1320,3,0,meterId201812121807383410103751856999,1.6048189265403898,0.0
1329,3,0.0,meterId201812141459409920103489576966,1.5991492205716014,0.0
521,3,0,meterId201807241256436200103648171007,1.592229832518228,0.0
1362,3,0,meterId201812271700514740103564380434,1.5802411620311356,0.0
694,3,0,meterId201808090920399000103000000684,1.569833594775507,0.0
909,3,0,meterId201810011355542760103675085392,1.5633799297463582,0.0
618,3,0,meterId201808090920394590103000001260,1.5475691952869777,0.0
835,3,0,meterId201809171057599920103250747449,1.53387851447025,0.0
691,3,0,meterId201808090920398710103000000856,1.5115282519729918,0.0
434,3,0,meterId201806061300471370103294568672,1.5104976042259195,0.0
972,3,0,meterId201810161607290300103767519639,1.4870687534797098,0.0
304,3,0,meterId201803010838466140103933757517,1.4846434129828043,0.0
1533,3,0,meterId201904121115524060103796623512,1.4741359920566768,0.0
802,3,0,meterId201809051122082850103373337094,1.4547646546637303,0.0
1157,3,0,meterId201811121824383950103537035888,1.4378135109629804,0.0
1212,3,0.0,meterId201811211134344540103241606367,1.4368670308115339,0.016483516483516484
1434,3,0.0,meterId201901301037078530103916231405,1.4278688551318788,0.0
1428,3,0,meterId201901251001457850103781279248,1.4238959180207593,0.0
745,3,0,meterId201808191114045230103271399885,1.4231081510522525,0.0
1243,3,0.0,meterId201811291126560580103576997932,1.421063320062202,0.02857142857142857
1255,3,0.0,meterId201811301559002770103202911999,1.4204355839022893,0.005714285714285714
847,3,0,meterId201809201254534790103725126191,1.400506609247058,0.0
1499,3,0,meterId201903261756101200103243574795,1.3953554270888626,0.0
679,3,0,meterId201808090920397940103000001084,1.3952734677889118,0.0
491,3,0,meterId201807161721036690103866236540,1.3951642947991594,0.0
1187,3,0.0,meterId201811151653590600103722271560,1.3800892171535797,0.047619047619047616
1198,3,0.0,meterId201811190933338250103207577288,1.371818646390514,0.015873015873015872
926,3,0,meterId201810081822569590103982348722,1.3615873524468398,0.0
633,3,0,meterId201808090920395410103000001088,1.3549935040740437,0.0
1427,3,0,meterId201901250957158160103387690631,1.3500830640036847,0.0
1403,3,0,meterId201901161543575070103869112932,1.3428054776064062,0.0
614,3,0,meterId201808090920394190103000001092,1.3371427370635702,0.0
1270,3,0,meterId201812051121565210103410125375,1.314324393616812,0.0
1178,3,0,meterId201811151110221670103035589697,1.3070813052222645,0.0
682,3,0,meterId201808090920398130103000001076,1.3040891908990466,0.0
1522,3,0.0,meterId201904061634215830103211596687,1.2805317870852946,0.0
1487,3,0,meterId201903201635235150103014808076,1.2696240761655488,0.0
1133,3,0.0,meterId201811091008488560103485731443,1.2581771438808949,0.05102040816326531
1345,3,2.0,meterId201812201110098610103368268883,1.2486629759713161,0.0
1529,3,0,meterId201904111617157960103258074636,1.248079004535275,0.0
1477,3,0.0,meterId201903151034478530103039374541,1.2328203904398292,0.0
1502,3,0.0,meterId201903271626236220103878930335,1.228297171822717,0.0
1457,3,0,meterId201903041201239600103307626048,1.2241079082091464,0.0
1432,3,0,meterId201901281103009970103604991226,1.214895506531351,0.0
508,3,0,meterId201807191811107200103209110616,1.194298120413021,0.0
1311,3,0,meterId201812111310393150103695132732,1.134475038400919,0.0
1115,3,0.0,meterId201811061648396270103601396555,1.044724813183388,0.0
268,3,1.0,meterId201801131146532000103636523567,1.0441645630768912,0.0026954177897574125
591,3,0,meterId201808090920392400103000001072,1.0338307202456702,0.0
932,3,0,meterId201810091617133050103569443254,0.9993044918620257,0.0
1500,3,0.0,meterId201903271119323960103935031378,0.9892360211858221,0.0
442,3,0,meterId201806121354095600103260121290,0.9783711814790081,0.0
1521,3,0,meterId201904031846114100103538169961,0.9495099950865346,0.0
1512,3,0,meterId201903301603363780103015477715,0.9421599630706982,0.0
1516,3,0,meterId201904011613318620103652861483,0.9182239743236298,0.0
1103,3,0,meterId201811051702345170103712037562,0.6803582480220054,0.0
1062,3,0,meterId201810251147203200103862351916,0.6394058783356433,0.0
1012,3,0,meterId201810191042512680103606391602,0.633508713220384,0.0
