,category,exceptionnum,meterid,similary,smallratio
49,5,0,meterId201710231921093090103705867929,3.5700547196647165,0.0
110,5,0,meterId201710251919589840103784808894,3.5143032875280418,0.0
264,5,0,meterId201801030927442970103825096459,3.0839366245150868,0.0
89,5,0,meterId201710251919589840103481643813,2.978219049948402,0.0
199,5,0,meterId201711231530246930103176206182,2.874048523783273,0.0
191,5,0,meterId201711211926128940103000009995,2.7701062631410203,0.0
79,5,0,meterId201710251919589840103253914855,2.755917802972526,0.0
10,5,0,meterId201710231921093090103078755911,2.6880783174573337,0.0
15,5,0,meterId201710231921093090103146932957,2.5734144449248384,0.0
250,5,0,meterId201712261134521530103666712144,2.561863445414686,0.0
25,5,0,meterId201710231921093090103308600084,2.5488275412056716,0.0
919,5,0,meterId201810080935535540103070662721,2.5107963389258505,0.0
189,5,0,meterId201711211926127950103000009879,2.458415159407153,0.0
75,5,0,meterId201710251919589840103150293484,2.369392721600582,0.0
384,5,0,meterId201805150948396380103500739983,2.35873169435239,0.0
6,5,0,meterId201710231921093090103001969551,2.3571624792914023,0.0
85,5,0,meterId201710251919589840103427540451,2.352959847643844,0.0
366,5,0,meterId201805041134493620103812453795,2.294280756119445,0.0
174,5,0,meterId201711211926125120103000014635,2.2437801364210084,0.0
450,5,0,meterId201806211756250940103420756355,2.2033302814202194,0.0
233,5,0,meterId201712121436539860103261640378,2.2024794591957972,0.0
885,5,0,meterId201809291044387890103708355458,2.198888336024477,0.0
34,5,0,meterId201710231921093090103509632648,2.170428156257549,0.0
739,5,0,meterId201808171025086070103513830701,2.156039866308089,0.0
979,5,0,meterId201810161620250230103081121370,2.1261535508113756,0.0
1094,5,0.0,meterId201811011715420060103299673749,2.095779206341213,0.0
984,5,0,meterId201810161628515010103697180594,2.078275253853585,0.0
1273,5,0,meterId201812061112378100103377037238,2.047014873979638,0.0
787,5,0,meterId201809011411451530103068059910,1.9806600044567055,0.0
789,5,0,meterId201809011416137280103323379935,1.9774414461862546,0.0
686,5,0,meterId201808090920398270103000000932,1.9645527367880207,0.0
1020,5,0,meterId201810201014598370103406820604,1.9586915555818314,0.0
589,5,0,meterId201808090920392160103000001148,1.9539824301354671,0.0
1034,5,0,meterId201810221946138460103115968373,1.9503354865163431,0.0
721,5,0.0,meterId201808131106397760103929249718,1.9389380589853145,0.0
313,5,0,meterId201803261046035170103366735488,1.9313009378837735,0.0
1041,5,0,meterId201810222007351790103499627934,1.923289560257529,0.0
975,5,0,meterId201810161614146560103329210048,1.9218876472785775,0.0
1045,5,0,meterId201810222016027100103031095030,1.9064613407600868,0.0
839,5,0,meterId201809171609257760103159713792,1.9057836564778434,0.0
803,5,0,meterId201809051229336670103734420012,1.903492136073459,0.0
123,5,0,meterId201711101235237110103824542219,1.8891192278237725,0.0
685,5,0,meterId201808090920398180103000000980,1.8775538096617475,0.0
1040,5,0,meterId201810222005083710103391561099,1.858628297357772,0.0
930,5,0.0,meterId201810091534348190103709948880,1.8481305751146253,0.0
856,5,0,meterId201809251041416090103125496812,1.8351930205897262,0.0
483,5,0,meterId201807120949322080103919902886,1.8289448033011944,0.0
1342,5,0,meterId201812191026326040103625403037,1.8209738694721533,0.0
1226,5,0,meterId201811231257290780103932997100,1.785057597374366,0.0
201,5,0,meterId201711241035407670103093522770,1.7811539402233305,0.0
1018,5,0.0,meterId201810191741580670103013476983,1.7585500997677765,0.0
310,5,0,meterId201803211625244480103544713986,1.7470166628631345,0.0
981,5,0,meterId201810161624014110103309302254,1.7401406652567342,0.0
824,5,0,meterId201809131538497750103349215210,1.7380412550925792,0.0
1230,5,0.0,meterId201811231608527080103333881453,1.737351984481125,0.0
257,5,0,meterId201712291057013250103166655822,1.724883681675696,0.0
798,5,0,meterId201809041745105070103421964045,1.7072417978168817,0.0
1385,5,0.0,meterId201901080837170520103423974343,1.7050943668547753,0.0
1126,5,0,meterId201811081217379700103157940161,1.68832086714207,0.0
677,5,0,meterId201808090920397910103000000680,1.6848612395238085,0.0
850,5,0,meterId201809201509553920103717629861,1.6778187053887947,0.0
876,5,2.0,meterId201809281524296920103105289346,1.6775284295572448,0.0
1201,5,0,meterId201811191112232410103279449302,1.674301055267134,0.0
376,5,0,meterId201805101837161990103733943085,1.672614049586975,0.0
455,5,0.0,meterId201806271401377870103583918522,1.6690419350664185,0.0
1069,5,0,meterId201810271823435730103554343464,1.6679609785435872,0.0
1100,5,0,meterId201811051353357070103015788858,1.6638275109888838,0.0
552,5,1,meterId201808041610492850103484276507,1.6625971882984705,0.0
595,5,0,meterId201808090920392780103000000788,1.655057105927078,0.0
801,5,0,meterId201809051116258180103794489581,1.647858734159606,0.0
629,5,0,meterId201808090920395140103000001036,1.6457095014958167,0.0
479,5,0,meterId201807111041283590103416431669,1.628805102909023,0.0
305,5,0,meterId201803150917299720103692649327,1.628671445438294,0.0
808,5,0,meterId201809051718366000103348507726,1.6227219920388225,0.0
393,5,0,meterId201805211119320940103860245106,1.6217548334952503,0.0
606,5,0,meterId201808090920393560103000001188,1.6186583241698727,0.0
161,5,0,meterId201711211926122550103000009875,1.6162374076542525,0.0
1382,5,0.0,meterId201901071643359870103684103357,1.5998657172202764,0.007142857142857143
212,5,0.0,meterId201711281616267780103710232488,1.579378851337469,0.0
1093,5,0.0,meterId201811011520432330103449986077,1.5779752969923597,0.0
639,5,1,meterId201808090920395900103000000936,1.563029888413341,0.0
986,5,0,meterId201810161630144510103043750847,1.5580776961028893,0.0
1086,5,0.0,meterId201810311508397070103962171461,1.5551974322427486,0.0
458,5,0.0,meterId201807041010563950103724829243,1.551574165271172,0.0
711,5,1,meterId201808091304015230103285013785,1.537085388792433,0.0
812,5,0,meterId201809061316311710103192311610,1.5305676536902708,0.0
447,5,0,meterId201806201046132250103339323495,1.530480881346701,0.0
394,5,0,meterId201805211336465190103993327262,1.5215306113589988,0.0
198,5,0,meterId201711221427511190103949789690,1.520487830231117,0.0
892,5,0,meterId201809291241565630103509123650,1.512059782655695,0.0
565,5,0,meterId201808090920390300103000000964,1.4943760037105793,0.0
182,5,0,meterId201711211926126820103000014627,1.4908528827861356,0.0
1445,5,0.0,meterId201902201033177820103419875227,1.4880839716701537,0.0
563,5,0,meterId201808090920390190103000001244,1.4732228063712425,0.0
430,5,0,meterId201806021612531280103139430403,1.4651673180790712,0.0
703,5,0,meterId201808090920399310103000000708,1.4610467120517932,0.0
482,5,0,meterId201807120948070940103020465516,1.4445001971856535,0.0
623,5,0,meterId201808090920394740103000000748,1.441723163604363,0.0
989,5,0,meterId201810161635575580103180173126,1.440275907024346,0.0
1029,5,2,meterId201810221243548170103525365390,1.435002010183529,0.0
619,5,0,meterId201808090920394630103000001216,1.4183914549681365,0.0
765,5,0,meterId201808271042222480103291108886,1.393882612111475,0.0
194,5,0,meterId201711211926129480103000005351,1.385461298905008,0.0
